municipio_id,municipio_nome,uf_sigla,conjuntos_necessarios,conjuntos_com_peso,conjuntos_sem_peso,n_conjuntos_necessarios,n_conjuntos_com_peso,motivo_nivel4,distribuidoras_conjuntos_sem_peso,distribuidora_identificada,bdgd_catalogo_verificado,bdgd_disponivel,bdgd_baixada,bdgd_vintage,evidencia_catalogo
4308854,Gentil,RS,15457|16503,16503,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308904,Getúlio Vargas,RS,15447|15457|16513|16514|16519,16513|16514,15447|15457|16519,5,2,agente_nao_informado_na_fonte,COPREL|Não Informado|RGE SUL,False,False,,False,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Pesquisa por agente impossível sem identificação oficial. || Item oficial ANEEL localizado, baixado e validado."
4309001,Giruá,RS,15446|15449|15456|16521|16543|16694,15446|15456|16521|16694,15449|16543,6,4,bdgd_investigada_sem_celula_municipio_conjunto,CERMISSÕES|RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4309050,Glorinha,RS,16511|16537|17110,16511|16537,17110,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309100,Gramado,RS,16504|16512|16525|16529|16536,16504|16512|16529|16536,16525,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309126,Gramado dos Loureiros,RS,15447|16515|16520,16520,15447|16515,3,1,agente_nao_informado_na_fonte,Não Informado|RGE SUL,False,False,,False,2024-12-31,"Pesquisa por agente impossível sem identificação oficial. || Item oficial ANEEL localizado, baixado e validado."
4309209,Gravataí,RS,15786|16511|16531|16537|17110,16511|16531|16537|17110,15786,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309407,Guaporé,RS,16503|16509|16546|16614,16509|16614,16503|16546,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309605,Horizontina,RS,16508|16530|16535|16694,16508|16694,16530|16535,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309654,Hulha Negra,RS,15982|15983|16724,15983|16724,15982,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309803,Ibiaçá,RS,12722|15447|15457,12722,15447|15457,3,1,agente_nao_informado_na_fonte,COPREL|Não Informado,False,False,,False,2023-12-31,"Item oficial ANEEL localizado, baixado e validado. || Pesquisa por agente impossível sem identificação oficial."
4309902,Ibiraiaras,RS,15457|16503|16506,16503|16506,15457,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4309951,Ibirapuitã,RS,15457|16499,16499,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310009,Ibirubá,RS,15458|16507,16507,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310306,Ilópolis,RS,15454|16509|16538|16614,16509|16614,15454|16538,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CERTEL ENERGIA|RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4310330,Imbé,RS,12575|15981|16882,12575|15981,16882,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310405,Independência,RS,15446|15456|16508|16521|16694,15446|15456|16508|16694,16521,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310462,Ipiranga do Sul,RS,15447|16513,16513,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4310538,Itaara,RS,13191|13205|13207|13208|13216,13205|13207|13208,13191|13216,5,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310579,Itapuca,RS,16503|16509|16538|16614,16503|16509|16614,16538,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310702,Itatiba do Sul,RS,15447|16519|16520,16519|16520,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4310751,Ivorá,RS,13205|13207|13208|13683,13205|13207,13208|13683,4,2,bdgd_oficial_nao_disponivel,RGE SUL|UHENPAL,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'UHENPAL' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4310801,Ivoti,RS,13185|13187|13218|13219|15784,13185|13187,13218|13219|15784,5,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4310900,Jacutinga,RS,15447|16519,16519,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4311130,Jari,RS,13216|15458|16376|16544,13216|16376,15458|16544,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|RGE SUL,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4311155,Jóia,RS,15446|15449|15458|16543|16544,15446|15449|16543|16544,15458,5,4,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311205,Júlio de Castilhos,RS,13683|15458|16544|16896,16544|16896,13683|15458,4,2,bdgd_oficial_nao_disponivel,COPREL|UHENPAL,True,True,False,False,2023-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'UHENPAL' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4311239,Lagoa Bonita do Sul,RS,13183|13204|16374|16896,13183|16896,13204|16374,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311254,Lagoão,RS,13183|13204|15458|16896,13183|13204|16896,15458,4,3,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311270,Lagoa dos Três Cantos,RS,15458|16507,16507,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311304,Lagoa Vermelha,RS,15457|16502|16503|16506|16545,16502|16503|16506|16545,15457,5,4,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311403,Lajeado,RS,13186|13192|13193|15451|16372,13192|13193|15451,13186|16372,5,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311429,Lajeado do Bugre,RS,15441|16501|17108|17109,15441|16501|17109,17108,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311502,Lavras do Sul,RS,12539|15361|15983|16896,12539|15983|16896,15361,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311601,Liberato Salzano,RS,15441|16515|16520|17108|17109,15441|16520|17109,16515|17108,5,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311627,Lindolfo Collor,RS,13185|13187|13218,13185|13218,13187,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311700,Machadinho,RS,15447|16502,16502,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4311718,Maçambará,RS,13191|16376|16377|16379,16376|16377|16379,13191,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311734,Mampituba,RS,12574|16873,12574,16873,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311775,Maquiné,RS,12574|15978|16873|16882,16873|16882,12574|15978,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4311809,Marau,RS,15457|16499|16505,16499|16505,15457,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312104,Mata,RS,13208|13216|16376,16376,13208|13216,3,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312153,Mato Leitão,RS,13193|13204|16372,13193,13204|16372,3,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312252,Minas do Leão,RS,16372|16866,16866,16372,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312351,Montauri,RS,15457|16503|16509|16614,16503|16509|16614,15457,4,3,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312377,Monte Alegre dos Campos,RS,16529|16545,16545,16529,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312401,Montenegro,RS,12485|13189|15783|16375,12485|15783|16375,13189,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312427,Mormaço,RS,15458|16538,16538,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312476,Morro Reuter,RS,13185|13187|13218|13219,13185,13187|13218|13219,4,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4312617,Muitos Capões,RS,16506|16534|16545,16506|16545,16534,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
